id,size,algorithm,air result,road result,
bae538e4-661b-4d32-a48a-35ac26c05c2f,150,72.0,68735.0,
c4dc542c-5733-4a31-a70c-da9f250502ba,150,51.0,69411.0,
63704d3c-f72e-42bc-b6a9-addb7f39d21c,150,56.0,72062.0,
c6f5128a-7baf-45db-b8aa-14ee97ed11fb,150,50.0,66831.0,
860e910a-ad16-4100-a66c-ac10541cf7dc,150,48.0,65391.0,
44aa4ae7-8395-4af4-ac8b-8c8b18d95b34,150,46.0,67385.0,
24c3d3e6-da56-4005-9b42-c0e0b79856af,150,50.0,61505.0,
56bf084a-a1d2-4719-9194-37c76a6d0179,150,63.0,58549.0,
b15cb454-c870-404f-adfa-7aed993394a5,150,47.0,60594.0,
ecafffac-63ff-4457-bc5f-743ff0b75f8c,150,38.0,58180.0,
386efaef-301d-420a-86d7-75b1b2de9aa7,160,47.0,73411.0,
3b66b7fe-d9b0-422b-9743-1b0e175ab14d,160,80.0,75784.0,
77f2b366-db02-4cd5-95f2-894b8f721c75,160,130.0,79249.0,
fac6fb39-69d6-4794-9015-35340329f95a,160,64.0,72753.0,
3a045dc0-a55e-4430-afbe-267dcbea06e3,160,51.0,69923.0,
fb1c60b9-9f2b-49ac-baaa-1c0afee9973b,160,47.0,73916.0,
eb5e61d3-4f40-43fa-9af7-4017feb7ab95,160,47.0,70605.0,
a4345b79-b2d8-4344-bf6b-afe8abb61747,160,62.0,71368.0,
28bbf15d-bdda-4a55-a002-5c13438e43e0,160,61.0,80311.0,
5048317d-c130-447b-bdb4-117e0447e01c,160,41.0,76976.0,
ce473cd4-9528-4b6c-bf7c-01e2955b1869,170,56.0,83194.0,
1dca34ff-e4ae-41ac-944a-29e271e3326b,170,67.0,90564.0,
96e5462a-2d3b-4381-86fe-388147e82d45,170,56.0,86622.0,
a0111c0d-7efe-4946-aa54-e1ea380370d7,170,49.0,86678.0,
9a0ac378-57e4-4734-b28e-d9b35c3f3843,170,64.0,85166.0,
f676f84a-898b-46a1-8a10-95c404763b13,170,94.0,80242.0,
747acc78-f94b-45dc-ab35-d13108031949,170,63.0,79336.0,
6deee8bf-fa55-4729-bfb6-98d268ed3fbe,170,51.0,76749.0,
420c4048-ec55-4aa2-a148-d89e469156be,170,76.0,78070.0,
d57ad065-8446-40fb-924a-e871af5f952f,170,53.0,78699.0,
1c06f21e-261e-4658-95e3-5684a03c71cd,180,54.0,84949.0,
ada60c17-9aff-45ec-8abe-d9f110d47159,180,71.0,85523.0,
89a83fa1-c508-4ba0-8642-eeccfc09560a,180,74.0,84405.0,
c62577ac-d7a0-47c0-94c1-81599764093c,180,60.0,83031.0,
f8ee783b-d798-4bcc-9e11-19b8d614d182,180,78.0,84147.0,
fc99ae66-0046-40c4-8d3e-f20b8ba2dc10,180,63.0,90145.0,
e91204b7-cdd0-4b11-8b63-dbb7d5c587b1,180,65.0,87357.0,
40793e61-72fa-4f1d-b386-55684b81cc6f,180,62.0,85703.0,
deee9441-5b59-48ba-b1e2-159834c9156d,180,69.0,86805.0,
4ad457eb-cf0b-4884-a952-a33be53a7163,180,81.0,86012.0,
8ea3bd1a-2112-4a9e-bc9e-8be82ccb2aad,190,78.0,98990.0,
bef1567c-bf26-4d6d-9faa-7010907dee56,190,68.0,95079.0,
83d0f237-2a97-496d-9cb1-bea87492b51f,190,93.0,96271.0,
1a05bb84-eb78-4ab8-ba23-e24beaafdeb5,190,83.0,94472.0,
c85ffee3-8dff-4686-93c5-91dcc6889145,190,62.0,93342.0,
9a710600-56b5-4c1c-a7f6-c39f98d67da8,190,75.0,96758.0,
e1e55313-0295-41c6-986b-f982da3b9162,190,79.0,95747.0,
c379c2a8-d129-44fd-ab33-e8ddd632c5b2,190,78.0,99650.0,
a3028dbf-16c3-4abe-b8f8-ce3658670fcb,190,84.0,101498.0,
e89bd3c4-9d4a-490d-83c4-d9c47fd0177f,190,76.0,95809.0,
756d745b-f1a6-443f-8756-f4f54bb7f2b6,200,94.0,104483.0,
5198b5f5-179a-49c1-b2e6-dda21ad1e570,200,78.0,105351.0,
906d5245-8aec-4214-bfc1-eef41ef90f8d,200,70.0,104321.0,
e75b7a53-c881-4f40-8e2f-bcabc995ec0c,200,78.0,106726.0,
6082ed82-c354-4307-ab92-cba36e24ed26,200,94.0,102209.0,
05686cca-3749-47a9-9118-2bfee386a6f5,200,91.0,108620.0,
9ce82c1e-c43c-4b52-97cd-7789403c68b9,200,73.0,106569.0,
fb0c228f-8335-43ca-b620-d3fbde20f5ae,200,86.0,113370.0,
e7c0d73e-eb4d-4c2b-92e5-cd3e5cbdaf16,200,92.0,110088.0,
15644bf3-c37e-45d0-bcd6-0fdeeee9fff7,200,85.0,104186.0,
